TASK,NAME,EMAIL,STATUS,CREATED_AT,UPDATED_AT,DELETED_AT,FILED1,FILED2
"Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting","Doug Bickford",11456,399.37,105.34,24.49,"Northwest Territories",a42QctRcDUCsrU7IkMCxVjcZjsmA6ObV2qxa/Oplc/fOI0w+tH02m+QS+tO+//GaIs9F2nloC4G1xUoMilxwlxK4X03S0BhDhQz2cVb952h3WrBkg63yZ3AP933rSg1UzojDkfAEGuc+Oou+kjQbJFQ9h525x1+z/DawwgahJtRkPb5isdtYvkq6aqDBn93Hl+P/8SKIVHN1IzCXHHDhCxDaAhEnqUz+mCRL4P79+2A31DIWlKZ90JJLcqrKfFBb1pXM2XSOFv5yq3EB5EC4Y62keLJLi5c42rIYnYB//QLWXKszAPV/ueUd/UtRTtoBbX1SQyDBSdTpCJ9tW7AZSayFK6Zg7HEwRPcJk9w+pH/KLjO3JppM2Ye/GjG7vWoLdUWVwrC3fLnm9L6KoF2+CNnXOH+B9PsGsnV/zAJK/mviRVnTrcIJL+EKm7IWlSRvfjBkTGub9Ld4R93DnXWrZjpjGguaxrFTe69HKf4eZAYm0Sa3iaM15o7ty31uy6SqMKwJA2bEKTf1ymhc2OrSKBlCHJzMpKytv5pYnd41cKCVXvT8PmO4vjqztjObGMa/AW6ORgFu5WV1CH8k5SZ7mx/jpZlKtK1aVjAH3461K6xUWbNi9OUnTDn6xLpaRt/EENXoi2OTcIPenWFLVE8Kzmw6tprr9yLM3Q7Vz9isaF4=,SzMZwdxYY/gWLx1tZdLDfLZOIJ5VmYF7zVTrpfdgiYAf7D+9iJQdp0i7O/7HDSrWOsyjdUUhaJSThhsaOQ34TlZJk9XretYRabQ9gWcWsR1452hfprsbB1Yqvck+J7wA/KgPjuNyFM1l95xYNKVSBTiP47lnybuBxv81cTl4seW5Ry+fAHshD+Hqh52xBoFhZPQP8SD+f6mIY5xg9PgY9E63vIAZk9ZLX5oKP4y2v/4EKLn9F2OoCXon+AwQ/YbT4YsdFwCvVUPc0zP/1gCzozEGnCKBRt8XcamzLz2pZWzJuOPPPViTn77yj8XArYYV6puxXnFgJK9G0AQ3c0mywmfNCCAcSpNxdTxrzG62w8Ftr6kWqGHDY6qXVHZQI5bvcBoh8EeI/fUJORr9TCAenCwbS1ZHGJSYHhF+kl7oYEQi26TrU/nws/Fjy+ZiaAITcNE5KWFav1db6dPxkXVahjKBUUQVMHpfyeZd7kbBROeyir/MtcdrfpWS3NfGOWWjvLvlbh0aoUnZyfYsyY1ewLRSs8I/+OYxfE5ul/xffR6BbdVVMymXxhimTkRogipL4Ao3yGPCRWZKggia1TzDQw8HLxpu0h66xM8mIEWuJnZ0yJY/4Uy4mrPrD01BiGQ3h6YVlbMyXIJRJC7QYqK/4GB06bT8Xeh6q5zlYT0w/Gw=
"Avery 487","Carl Jackson",11460,37.79,3.69,0.5,"Northwest Territories",WRLKfT4PqPM4QjSbFnRyFV7+7ZDyLGMnrxv0fqLPpio/PGG+g5DFGY4kwom5eRVXYP+xvaEUqh2iLZSGDr2orSLDJCeKu2E0Zzuw3KSpZCra2TMISWD/U/9fwBoze+PsEPOAymEmBwE+j8oomwzePht4/CzprRSlkdGUHZBcEJ1qgZ6Ut0iuPw/YGPtiyjeZVnxNe5r3EbFuicIANHmBQGu4BZCVwZjH6kC4ZyvPRTtEeuhYFoO2At2LZMQ3uP9T4bDIKsx1jvmPvrkmdPSMruboK9OFCmHC034XOYpGxb2mrEBdxEKgI76rECjsMNs/4MiKV2MvvDkYTptXU2596hTWKnUzg+yy7rUaJT3UsAN/LBD5807rGZxcjIto+vbd3ONAJy6TiSdJptWkNQ+9Sdnx0MAO6nmQ1XKJIF2/GbUYfyPIIcWD4sTV7gE4HqxkahrIgUjGs3bpG2r9EbTmxXkqzYhwEDRENilQugCTEdthPRtDb6Y6lZZaXfikWmtdSoEg6Yj9Q/5Y7eELIyVEZ4JmHbWeEOlYFdNlqqUlXtC/vRHWwnnfSIYw4g+xM8PeVI06gjevDsGOwpRne3IVeIvZSimKooCL41rBwxDpNPFwtJSkF2ebZn3JlLcV8ZctAKIe5lpphT5bYGxq6KfkpRN22rcM6XgWot51RiFFkjI=,OH30ZRAoPeGT7neC2CT1Y4e7OTyXkfzrqGNuyyzZXCffK45gI8pikbxMpnoPxeFxG/jGwsiq17N5gPQxPpFypXcyyJ7J5OkJGYXD11+hFehFM69WwrqPDVKQ1bKwHfAAJQ9lMV+re5NqOTjvnj2PU+DOgcEka5byPlSMNbpQhe6RYxNGgvnBQhHiNSYCAjerJYrXvl/nGIjkt3K1IejiWbRMcwTmEF9sUGNbDBDrxhSxtOMzjjr9N1e8eMuRPxf1fNAEqz/MaQ7y0CKbV5+6yRByX4FOd24ncd62BvZLVUjbvGgwzg0wRYlTjJSbAYXe+pxlmMhPWErRO/a1xkAmrglAwS7rGlWSw5/FNzeCydn1drwoIg/prDtM+cJ5nAMVa/2+XrtcLMNcMcepZjxQoKNI3K+Lk4uI1IBD1pRpR7MHifvkJyCg0fPlcxMFyt2YFY4l9+8o2wVlj0q2mIeM1gsaSBDmA7YVN0ToN/EOAJz3Tv5l1AOZesvM9htf1nEoghc1NZm5xComqigefF95X/Q5Y7V9RxEPAGdSnUsEeqj7Q8SJSnYXfYKF3JGZjuIau8SJO3ROLIxoJMiJ/tOvJr6jbjOx2n8o9EWGgcNOM89/hmiTVnwYjqnKVXdksC5z+C6XA/LTWC+pIgxrYnFdTtgiVpNeWi/QwPhMwKEkX+c=
"Bevis Round Conference Table Top & Single Column Base","Brendan Dodson",11495,-144.2,146.34,43.75,"Northwest Territories",wH7DQ+dlatdeYj3Wqts/VwxL2larKCe2ze46k8nvr8/e4y8maPlkSL3JZnzjGp7QnYtoTT2yi6KiV8p97F+xs+wKxj1DA5v6ibLALEkJT5A6cBIDj5BWf81sbkgin5FDSg3llVMGmqHhL2Xqg0zHaRclCDnDXE2Qu4U5s45BVylvbBLJA+OZ+hl4Y9jt93uSxrfZlUR5iT955KhW8pQTCaYn6SCs70XQ6h84HFVKPJG8G6eolFzg8vtD9mukkvtFlkbUluGG4WkAd8rucqTE0lVtQ6P3v9hu4gTDYhZlaMQEqtIK2thKGiDvNaF6XNPHzlTyPNBdDWiqBrXW3LMeq2pbz1YcjL0XfxHVCtd7uL8yOX5irCMbuzz+T9SV8E3mRIArxAaDQ+AHVaPtARsgT+i9n7H8Sw0osGaMi1L0lbeNlrp6/W7HJtD67DckE1V8jqeNdHFRYUlNWADBerlutwfd6RU+f4zKvWxoWteCZ2iWUqLQMqx51JmpM0XVYtcjGBxuUYN3GDfJl/+mD4wfuaIq2cAUyrnJVL9UO6DsyxYkhAMUOjLYLGBvpJrynbNwmYkyZSdnAzQmuMNDq9KPeycHYKPCi7bBY9nkFjIyQ/7HFTX1hmp/vm3kClKIFx7S0ulbjZRu61NYjfk6/LQX0e/Ysszd+pxDrtg+Ore3zC8=,w8n5AOwexXI0z4esyytb/L02g/lSZ6lCifq6nQtfI5c8O8Fya+KxUu2Vi/fuj8+CsDrIbBGXHKiIyDKvE99q4PKxV9oyss6wOuJHK/JBIhERL4lN5D6lZfySPlevoU87MPpThbuPQCuFQAkpwZVp2sW4niPMsxySovhbxRKihFJWtiTbtca+VSRzwAU104TD4aiycrjFuTpncY9isyDJWeNi40t1ZyNGHxxcmKhlhDZzHyp0I2yJCO1f8HsguWWzyZyMjZUnzuk/o9KPLemTZ2W6HhV1WF4CSikvyXVwJDNHFmm1ZtYnlKHnVNQeozJEBJ4fRtx781vYgEGewKLI9nvxFlXUu3+Ktlmc3XYZoHw+OFHcL7JsS3Zv8D2y3J9mQJ56H/qxYQqJJPvyNOaMG+vnDzcnXc2o5GZ7aXF/t/1G9T3EAwWoXnCgHjCjDdQADD3Q91qIOOB9jVVnQit11vwVDOXzCuSQvzSDQSfVwaz+xOw8AXucOzDngyMHW9ffp3M7YD0t8HZM6SCznlApVRFZ0RR+Ie6oW0KcvXnceB3R4UiuRPCfI8mbXM9mUDg0ys3hY33jUdUZ+HGCgr5tbzyyF2lnNcskCQeD8NIt87GJ8D1cyjRhy9KvNcp59CqingLP3T0xSS8Em4B7zeY9fIeMZtjx8bjtW1H3AfJmW5U=
"GBC Twin Loop� Wire Binding Elements, 9/16"" Spine, Black","Edward Hooks",11911,-14.75,15.22,9.73,"Northwest Territories",xgivKA+pVaYXMtK3d05RMQD6YxKCylWrq7foZy+lb9h7s4kYLSU9/yHOg/h7P9U9QHVAwnWhovdAfwYcXShCBiDDW0qSaZZ8Lerqy119p8D0oNaqDVFEyo+ZeyG9mUbFMsNtpUH9d5esxPvFrszhhC3jr0a/vNmG9oIFhoENF0t5ZwBguMGTGGMDk3CFJh2PFkjwDVobgcFMppw72lUExUqQESsrMYNDwIvy+cs4qtiH6ujrYGbUGXmxZN7xeaWWH7D/+WfMAlLNwabD58iIz4GFgN4lfAE2von8qtwlrV/ILZWTilByfgw673tf54EXt1i6hu4ZcbP19mSg1ENHNtz5tful1ldpMl8EnRCflyXSvRb3sJU/PkpH+srRPkEdw1gbRCMa5OOueVBFDhfXepgwDzto1iISP5HX2/oGRM3LrhuHGL4ITqDtbKtQJki+Y7P/Xq6zsZHpBzXuoJh6Ngv02leVaQRRAp8K2L0+f8SbVm1Ok5hHsuDrQ5sogBigZqjTQPlOigcB0TvO0bGHhuN1tNJVB5sVtZzXxOSD+RfpJHXWN0wjvZu7foD++E0g75FvYgwi8SlvG/MQWIayzeiukccu84buXGY37VkRZi2AW+bdMpi9bw4YRj9g3rk9553W3Vn7vicGn4ostPWu8S3UbGg6oGDQ1d4yVkxwFl4=,0y6QkVGmSE+uoN1HMosULn8t3DA2+C/4gX6mcRFZIOrAdX+wnRCGyxCdyFauZ9dk7B5OaOgJPhVcGWiQ8XYP3ZEsR0ku5C87Ugyy6jO4cy+uA1BAbXFAcvGGSgramSvRKNgFjpUzkLIjeQYVXM7hGD8Tv/vhZXCpspBvFskDQepynRW/k3E5qqwr6Ty3YNRJv9SZ1Ae/PjRz/lqn21L3K7HG94tNy3kEgUy/hrmm8bDtR0EgtAXwdDBoyCsIoouUzp6wkeGsQLMuO0Aow1vOzULkAqe8sFiH9P99O861S/dEZkJsT/2y9YPm50hD+UuvYtWHXIMnqoiXhDtKYbupQdNZ0NtS0jTmpnjJ9FyxAnS29AqZj+ZlaCGVFPhkN/YbAI4qmtU0Iy67qiR9vZmbp07y1ujwNbIkbYmv1yXQzFzAdrS0pE/Tzu2S7wiZnFGg5JXbGFnO/dE3qUKo11C/ZgeXx64AzOqtnnU2pYzQODqsRy021LYmTzD1OAXqDRKjZX38bkTd+QvcWvrWS3F72oq4HXr0pu0PtzJdYqE1FX2zbqhqzrIiug33ibyOuOrrEFkaZLTySh4YqA1Bl46Yqk6V6aFoYw/Sfs8dpz8oCroslX/VjgYDOIGSIKbxRuVKU+ANwkEhy0i4lB9ITpJARcGMwhoJOdA3rsX+4vCR6/0=
"Hanging Personal Folder File","Jamie Kunitz",11941,-41.01,15.7,11.25,"Northwest Territories",DF47X6H9zHxW3abO398viFgNBXw8ONEfXtKXix9OeqV+TS/vX0ztExn89Vt4r7tOZ1j+BHwWATPKXDBRk6Zcxd+C63FoX/FNIcvfIAYslVwdzJqbSfBp/8e/zyN5t+imwb8f/a5cOLPA4Y3sbJPLMh3gQHLKRO0mNQYKNgq58+lyA8FDHJyBZF36x0BN8ZZvC3nXMmH1Yxyg8IvxVWFGX2yPPnPUL46f8MlGpd4hOnryL5Rqegv83QFNbvbA5CddRbjyG/MWKznqCqhHrV2Z9sIgaEx49zYXE57xFtidgHCuhDf/Y+VhcHLqDwihfm1UWzqiaCnglAAzKdSm34C0rmQJXwVdyPr2vYHKvNXbvE1MRgRuIGbzlpRNnmEsY4i009WcvwyL0DiE79bUObh2+G0Pzhogllb0FDCJ3XH1VhO0NgJK65Y4ULlMPZJEZY4GiMRxlZu5ixX2/vEFD9ep2OouBPdeMCGGREXiQXpOFXNYayHQRrivLD38fDo5phVNBPAdr34lYY20kR/rj/BNX3DV97Dp6+8kn7brWNEjBg4Gnt3KtTrB+otvUQuY/lpOtp4EY0eyoCdidV/NTiOvgcSwTTEay2TgTS/CPgyUbfLYzGjDV1kqfsUsXYmqn/OzZECDNcGnnvFZaGedtoIXKsfw5k42xiN+38KYq2t/Bt4=,ZtK+bBCEErCB7awwgxRmzcjgUfLPsDXr8U7r68fSTiMKnzYnfGWThMk0dP5AV3UeKxahFHdcZeRn6E8CHmcTxYAvrw3C2Iw+w6CRzPVLNlLu07NojukXB4uyMLdsB2TgHKidML+Zej9dWSzZ3gn7ZcexxxaRhm6X31/NGyKTJ60wqAyRZGnY9ysTN0jIP43KYO2k77hJi1TNYPhauy+rkg55wzPagh2Ex3utazZuzzSoSqhPWBHPv+xgatQ+GyCNFTtI/qfLsoeAqFAXvj4xBP1xL9FcVx++EGIwBuuuqHVJSpVTJyjujhCiN1u0pGq+Q4RoVuupVRg8yNfEyHHrDAHrgbvV3ojiH8ywnANFY1Z2tROTz93BOFgRle+53c076dFoIjxyOaWbhvoeBvfYP6Kmbzoa2/+76R3Fkm/qCsR4Hqf7yrcXhmdiUVSLV7XwAIwtBRXrPt3kQWhy5sP2ZUU/RWJ+5ZXLo5I/OQhrQwPWk6sdsUaLuOQFSGpG3M0bdhhjfYj+Jsxq179ltCiuO9FFBft2HKCr5W3vOLEQs4cVfKh2+k0QAj/oy68zWADV8ebL2o9WniWqr9VZWKnWscmOLRhlUSMeL9GpLfbGxW1ktYqd2en+agdniIGmi3sOd9Go55/trYVaEJwvC9S5Mjqj4vVyyZvxqv1OJINehbY=
"Bevis Round Conference Table Top, X-Base","Jamie Kunitz",11941,111.52,179.29,29.21,"Northwest Territories",ft7B7oVmDV8XakZuiN2iHC/y1oNVFSmtQC44An5vbpXCljfz7kpDdlydwtoihi1ekdauWVZ8UY+vxIdhp+bKKro0cSlLHYvIxGG2qgg7icNQM5kvmVShZRcZSNcarYY1RtMqPNcjpqa5uWSp1hUwSRofz/9CVclYYKJ4ZSHy4YC5v9kgFwNIXELuZiZneFqLJ9JGg1fuSIdXWihGXpeFoSx+Bqjmz6wpZSF2wF4HYeicVR2n9CR17u60fdJMI/1UFpVbiO9DyubpALGJJDWQzYZxydlku5FFcWjOx/kHUrlY+0/gvzr3pfp3JIfCy5fKtus4tMScGGgL+18ZS+oG3GR1cTJiDkUTxrLrcRmorqkqVkQCf7kOh1v1OT/QKeu2FRzfxp1CHpIz2U0G4N6jHLeFOM3zOE4YM/MxbZBfJ8bVsNZUfOH9LsUm2Bum2/bbNa6bxAF8cHq7dkR1HYXmoQLrnWQPR3UCnIH5by8a8IBs66a+3ghm033ILMlRTIL1qMgP/eRWbjNa/RN+W7tm+xN+oKoFk7Q2X1GqTLyaaT9aitwxZrVVUaYOmOddNK/0dHRHrEATsALp3ac3sfbyuYexCSPaG+Ok+3nLQrMBS3k+05dBo/uW2a/D5cLfmEeX4vvdDV108JLlBfy7cwN99wkKpayiKIU9F/MTEXxlzPI=,fRDr/U6UGzL633z7IpCV3gCkd36uLuu2PvKB+mi0Fnwz/OPThyVcri3sANTv7T++mZQoA2FQRqAbsFP5vig3TzgteM5TaGYavOvx1zPvLDqwpLiGWgAacvte25cjUSEYutsenoSvEFLDhmAVVHj+cQVck5D+2DB89Gc3tiNK2UC+kcAUCsSKctlbPn1RqzNe0OIXrdlVtYkw7kTfo6W7ou8Kpa7G06XWeDRZo7fE8V4a3LOFplF18jk+4YzTlChYQyniumugK88GRnL9L/QyseokCTYLyyWYWpCw6I6gURBzUTCMfQ7EFTECnfYyyB0KqUfNzjrLOdabU4mgJlF0im5Qw7JnQT95LfbbHzkj1NHfn9IDNMVjMMuv8QUF+wcWUeY8LIXiXUN1IeKub0gUfV5EKvYppkhtQu8Sgk5vnJEyUN0jX+fX9YKomyNvcoGVx7SbjWOn8XVlQgmQj1NOmIIRm4LKw252tAiVrc0tY/CFWUfqZWEjAaKJkCUYuZBwI709Fcwe7n0XYAvbDUCcJypo66RpC6tPFFYNMxLm1VtsSkvBJS9hkJDirlsH4r+s11inIeI6G6Th04+2x4WlLE4ORcNmNOhcvSfW8ETCF52KkJB7cHsQBfq8FlGj8nbgn/E4q33h6JheXD7vJ8OGm9wrnnGZljRQixRWD526aKY=
5125,"Michelle Lonsdale",12096,2332.4,200.99,8.08,"Northwest Territories",n4X4Osy4LlixxvdpJhhSOm8catGRaQwz3sTlFS6XNRiE49ZlWbpGQ9YE+OYmso7XUtmL8wcCMQNQ5b5O8zVOLi0Ea83OEVPUy06rB6aXtQ48TDiWLCDdcJI6a6W/sFm1IUq5P9w/dlbLKmYX3u6BuAdB7mafUsIw4XA6nt4udtN1P21wfon/Q8NpPJ7DHCjzE+a/+4RED99hF+8HeVrgwEQeEETr1pzbjMYdfPdW+OvXkckCvJRM410J8UU+oErFKZ35CWTc+xCxx4FHekcInHGoWCJ49dwqxjTWezd0rt86GNL7Qhq5cpkfTJxMJjdKRM+fd96LqpA7jurnoGDXFZUlmI+e8wWAN6aubykStahTnw0WDz/FjUs9E+U4NB/79Zn7nCH0KsIlGQvbTRXknDSqTcRR17hMr1JzDGKwLDAiiv0wIe5RhnXdNi/RTiy15QZ82T+n1C7ttIsKYCmNS6eeauc77IYjebHSAUP7UtQrdF5I6W0YfEOl2BocDgk03n6VRAJCN9la5emqOjCaszRe70ygiZjCkfmcGq3siR+Zybq28xWZRnrZsQv2o7UFMvCWDQAZsza98bsryYN3JotjBwmsa7zhc7abdF6epcsISpw/p2me7pAO6jO+XOxr9voaTBEZRLIp6wEnojvS7g+kJ5L9Czg/yyz17uteDek=,uhb2cMSq/USBRO+/KWR/l4blJdmcxPwfYCS6tz9asVtECluGGxvlieLIjGSIAmnjE3Xlh7mbYMQeINdA7pCKr/goBA6fT/eWDjKRFz7jEtR/EXJNM/z8FwoeWklHbzDDoKmXTVvIWDbZhW6axgQw69R5SoAMY7o1y/CYxucUi0SQ+7GacWfOA3XorZbRfsOMLrpD8CdmF/43f5g9uRix692swycSG2oRDbCAOttvFStpUoPhOeT1id8nCHE3xEPuOrh4LloTm3yybg7Fo9w51xPmsthD27JK2ToMo1C5WDGrBOcTbswpcX5/pvW9kRKM8HlQp0eOj999M5gx1IDZ66velsjaCZ6Z56cOmKUZMKoZHzchJPjVwT4U6gie6uDPJEDOcupLxjODsPpBENT1fW3g4+Nl2aVlBwI9TQ9oSIpdS64BCK62M4aTqTJhT6AwJu3GszWQKoRT1H1n5QQQ/x1js/QJGdCuauYNiLhPisUmE/FfL5VDJGjdlYfsgXOfy+93FVEI2OREkDb5McuY/iItEJ80jcvO1bb7Q5vYAp0wk0365SYeBHgZ5BZ7plGmbsUyjcwwut6o9R2b859LvmAAbvg43qTPLFoRcwj3cp5C3iV2O2w3cflPXQSKEhpsEvM5u+qDbAcE1w1jqssZ7B70ieBY1eqjWPf69vnlbu8=
"Electrix Halogen Magnifier Lamp","Michelle Lonsdale",12096,2176.19,194.3,11.54,"Northwest Territories",aFAAFtKmN3RM3otxoqu6axDM1Lu6+JaQbG2sRzY2YRtW517E3jBygMkN6maEDaGtCGw8VR56oQOYSLW40FbbPXzPmswenE4Vk/dRtpHEf68bZOM4ffi8FN0gCuhpnNmesxpmHUAxpJ7OZFfQzKDCWMpOMP0T0HBS+9UTx38TTKkIPKbdL74VYcMiTX922ASXNVClo5X4Ap3NN9egaSXOj9Ya0sr04hkP3nRWK/Qyy6Mjz8ctvIox/KHkJYpRLSAsR2VQUw5rE8J/7PILwkUGbgDJ00C4mhNcRU2/i4C7/xdqFnEkZGHGQdTlEmC3pdEcutIOByiqequiK53/gAuUCysfGk+V9R+J3jTs2JWDV379OgEAkmX0ZhHGx2X21Jguw/dbJtEmWot+QoLJMn81HamTNNa1Um2TMcR6elHyioEWKuJ1sFRt5gm8YNmV37csqdItHl+yeeBoU127lUdvcZkcoBtVKm2p5WWBlPUsU32RXq4t4qMGGWLOtr4qUFIYBpA/sD9y2188JySQZCyh/g2yqrHdnWXB0df3LWvc7tJO8TVbzNbIUHxOeBzq9illaUu2oTC54jL5hTmCCNry4rahNa509ZmuXTJn52eZBF4lkSw8JcgwBQQg7CKinuFxfbP6p3u3Y8Av5c+w6JWduS4Awgl91mVvZM8zwTN4Ris=,g6LbzYPCgq4TpQ9CIA+tdB4v7RbfLZzKLUDIVXijyoE46jDHmyAw5NZr4nPV3VeSUH1/OVSq1rkqQiNdmLhrns+xyVrnFfIcvd/cTNPj85HLTOU7MZi/Yzq0RG3QSRSNaKRCfuiv2tK1rilkeW9eNO35G/MZUPZ/2fjIv7eS/xqToLjxLdcasVAvk/o8yeeLiwCtvQjt6akP+HJoZxO2bmvZQFlP+Ye7x2ijwAqduPaNQ6QLdNnr720NCQC2uUdfoEbc5pRwftaIsu0TDAwmFDq+/BrrDlxeseVtGR8eLk0qdxadDoR5VO2wKt8PNP2luzaTFe3VXz58vGjRi0JLlcwYe6SWPJLC4Rox8zfhITMKw24q/66p4N90Wp2EfEP9Fxwn44ocjPbDZHg0TCUJUypr33AYZYjn/6bMo03ClKEt+8I+FAQEYRqbzW1aFv2jgsCq9FOQn73YLDmbv9brZD90gXxRoQsiOwqY/xmENyLLNOEjLlELqsUOo5ZY7bBl24OTF5d62AtRnpO/QiFqAlA5mE2ik3VobFwNt6omQfHuVpxkRSw6AQAFt3F13Zsr30CtOtgWrxD1FEH17azRskQs/NU/xvrLT7Ka8j6rgpRfe6HBgvoJnvJ2BK/YBbyM54b9/N3TQfY/hTA2vAjpWng4ZoWVZaroZkKSgKt2scM=
"Canon BP1200DH 12-Digit Bubble Jet Printing Calculator","Brendan Dodson",12289,1269.05,120.97,7.11,"Northwest Territories",qCtlRW87VHoZOad6m1zkZul11n7DTrb7wVTsTukoOeKIzQuHH5MwpQyTBAhVwV/WLgfIJe9NM48T5Dh4WY6HYNRKuJzWTJLK+ejYq08KDvfBxs+OmA6Gbx7Qq7rz971yjIyL4u1LQu+kDVYFyzs3T5GXWHsvVoiQ8AOMXlHCP5tuz+wxn5lhdY03DGIpt8+LpMU4lL71Wd8kfj5XCM3EiG6i6TNPT3oIn/6HZ7p5hwTqUOqHinchJEFjhkv5FTmPziQRimhWjgEhHRigB5xdw1j0rPRVnL4zxzQVHqXS+IqrnoZ8MMgaHOAyMI06wIhEeM8kL0DQSR5WB4L49n12JIGczrg9WPiFz7F4xq/qtzdVKGXX5VIXbiQ0nXT1jwLv5yWOwGNmamSAaJfcGTT6H5flTVsYIql5U4XhUkdDKsuxtPefbiKf8j6u5CAM96GZpoA9gdzErM0QcHt8dBPi5Zp6xU7tBPE+TFytz6w5ILszo7BuGTsPlFpQJ0Ri4HrzjIJruKONq/to/QHeiF4RTo/kxYzgjbg/3h9nIUWOwfrhWCJevVX/fiPDPV7QGRPLzO0BYafzedXbdlZ6AIuiJOojyc0GnhXjvkf/b3c+UFYcX13YmhJ9w4rCkAHYQMRvggWBIX84pCJ9F6eWMgu7aTaIb7UQvw+oeJVW0MAnIJs=,19WpzqN/TQo7LfMD3BgNFlRjCKFtf6SJjEMHPrsfX0aF3ICiMc3K6RMmUoRs3teD4sqC8PozH6nPdueJZVvRIiqEu1GUkUydP61RuvBMGjicUkqrg9vSBICP8kN1mpUQYsfvBr2aCpwilazM4q4/ZjzKxB5oxAEF2AKEcGHlVGf9Y0b7axTaQ4u3GJeyCmAImAG5BW7yZh3a/5ACs+OdQfx2CmWpEYelfgiWdUodnhcD0ZYXpz172tZpSiWxu00Shr8Vxw/tgybiST1Mtox/5myH3r8Pwk4wPBkTZG3IpMBAD0PlIQQqf/rJGXldPih0yp24l+ColHH1fly5Zw/QCXHK/tg/GRBrY+4JYoaI9OZAx8twzNaM+NSDnDm846g2jzFgrm+J6BUIQ4s4DDlJShyu2dfD2dufxo+dl7grKIIcqjdK3HbDKbLfhtP8UiUniT2u3S7SZmNw8b9Yy12230tlGLE1L6p9pfRdavlpRJZR2kZ4f6PNgb7x4HQ0Tzc0sbiCbh7pFG7+JUiU/cEQG2j0XOl0FoMD0utzvVrr3/a1x0zh1jqyQ8UHc9pVrPeA2OcO0mHQa5t1Wlq1bdjgFWkrGRgiptGgmBTr3lmpiJdkX50/5TSh2MKmMTK+FjhU2CdGbGtKX7RyHdMqF+Iyd5KQzUP79Obk4GMIoVPbOKg=
"Fellowes Black Plastic Comb Bindings","Hunter Glantz",12352,-32.82,5.81,8.49,"Northwest Territories",HTZeQQY/nL8iPs/y2m0rQcgRC9FB8LWJuwCdZpdbV6KgYsWJSV24EVKNdbpp3glTNNgrcQh5uwFiPteriMYIjKvGi7JilxwENRUfzBGGahc3opRm+JVf7PtiDrrMeQYqlElF3nVHQZsutxyzsa6bGZ0NhX5KZcN2TiMfPpM4g+cakf8g65BWkapEC1HlQnH2l4qp7s+OxQkpAtixHTvxGto1aYcv7qdECzBhZ7hMBLxTkKcy3BjtPm6h2lhC0QQGGwI8xET8nNCYQBsC6HorxHbsh5HGZJut5KHWHElEag6OjO5GPh+1daNTAzVgz7ZvEfAQ9Po7jjset8YIriYRrTFeCy0y0Q4t763Li4CNyv2Vehb1yacM+M4bcIEhYCP6s5y7OXXose5ozm/VJByhzlIHuXIry7x2RafX4PZCJY64gMI9B2BIGnp34wblgmw0aBk7+LImuxqRZ2b7MIJy45eyCeRkSSA3rREWE3i4G8fKbamo6PB1GMo8mIEoDToK+wyEfx7J6vBbwcW8BROT6rMpbqpNK435GYWKJM/WxzT1s30rtIgPmQ2XGCWudC7Zhkl0folknSk+BaJXBbHsSq/F2hkMFy6ZM8v7zCCYlDSHb4dPXH8GMtZkZjGGzVpuwAzoiwBmtAZfvVn+tHZeBzckqZcNDG/e9gPetdaa9iY=,yoBUxsdC2nTVtIROTFvZJPjHi7+i4+2ej1UaHVpdnssuJkxSdyxGmbGRGHJD3ecUGbuYk79q/r1q4a5F2fa3jaq2+uhfEGtarwGwv7A+VETsRWUqdUMaEk1lNqcU1YXI3vVD9RILwzkiagUasHKdPRGOoiGotl0u0MbAEa3S5Frumo1Uvs4kyTXkwZiN+oZZxduvg/G3YyBTHhNdLYVvlfTo+/rIk4ZcIgDIr2OYqkzcBrS2wTlQ659Z8ZLPsjJIC99xZDtESxNP/oCJ7YrZeVUmN4cDShUo9DTA+1jHLOSj/uMzFGRfVZDrBUmKXuBHLHtmxOszA26fGZPCkBd+tU6McN6AbHFS9gHh0HmSY90QKZM7WZAOKDoTqhvALzcNtsf961auUMPnZ64ByJDHTJq3nti8KnRwB64RAE4jkCWvgBZXtn76K5/0c5sBJjwnkTIQV4HypvIy+sKY8oIleUD7bNwjWLTSe+kfHZVXQCmZULuf+c8HTT/BwP4qG8ZpxBjrV1wGFx7y2rsh2pgIGsHKtu1rpw9eP73skMoT8jFshit42O+/KFxW50Sxka3NpjN/dxyDCXaa66Q2ibURz/z/0s2mJm4mQnvdoY5AwqfLcW5aFqM/U/hKo8IiJsX5G1xnczNRIW9ZUxxBmsOk6OmkkYRY8As5l3gMfxRAsT0=
