TASK,NAME,EMAIL,STATUS,CREATED_AT,UPDATED_AT,DELETED_AT,FILED1,FILED2
"Xerox 1980","Neola Schneider",807,-166.85,4.28,6.18,Nunavut,6f5d16b0869fab9b1a03d969fbb3d8814255e87a2861c96567d681fdeeeaf06b,6f5d16b0869fab9b1a03d969fbb3d8814255e87a2861c96567d681fdeeeaf06b
"Advantus Map Pennant Flags and Round Head Tacks","Neola Schneider",807,-14.33,3.95,2,Nunavut,db2bc049bea3a4d28454e120218ed2c3bcfae5d5ff0b2aeacf462a8b5a7c8ef0,db2bc049bea3a4d28454e120218ed2c3bcfae5d5ff0b2aeacf462a8b5a7c8ef0
"Holmes HEPA Air Purifier","Carlos Daly",868,134.72,21.78,5.94,Nunavut,de3ba76af6ce7da38d526d34fa78fcbdda04ffeb4253e4a2ed0faf08df6b905f,de3ba76af6ce7da38d526d34fa78fcbdda04ffeb4253e4a2ed0faf08df6b905f
"DS/HD IBM Formatted Diskettes, 200/Pack - Staples","Carlos Daly",868,114.46,47.98,3.61,Nunavut,32346348bf62c0a41b75bbfdb829312b091044cbc327562d8763bec840beab56,32346348bf62c0a41b75bbfdb829312b091044cbc327562d8763bec840beab56
"Wilson Jones 1"" Hanging DublLock� Ring Binders","Claudia Miner",933,-4.72,5.28,2.99,Nunavut,3549a57a7860f69b667470943f04d97e47b52b9aca680e54754314a9a42aa021,3549a57a7860f69b667470943f04d97e47b52b9aca680e54754314a9a42aa021
"Ultra Commercial Grade Dual Valve Door Closer","Neola Schneider",995,782.91,39.89,3.04,Nunavut,1db8416eea752f42914e472fc0f409414e30b2d1800e86547a5ab8b0b806a0b1,1db8416eea752f42914e472fc0f409414e30b2d1800e86547a5ab8b0b806a0b1
"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes","Allen Rosenblatt",998,93.8,15.74,1.39,Nunavut,d05e1e732d8cc9677d28be78481e5b06601418412727f096d35d0229c8513262,d05e1e732d8cc9677d28be78481e5b06601418412727f096d35d0229c8513262
"Hon 4-Shelf Metal Bookcases","Sylvia Foulston",1154,440.72,100.98,26.22,Nunavut,a901a1d85be380ad75ff0b9d5babf74242d1bdfefdd1ff6202be3e5ef9de9aba,a901a1d85be380ad75ff0b9d5babf74242d1bdfefdd1ff6202be3e5ef9de9aba
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table","Sylvia Foulston",1154,-481.04,71.37,69,Nunavut,c9c56bf0e23ff877f1b41271aa41b99ceffdc30c3c246b6ff78718c33fe21dfb,c9c56bf0e23ff877f1b41271aa41b99ceffdc30c3c246b6ff78718c33fe21dfb
g520,"Jim Radford",1344,-11.68,65.99,5.26,Nunavut,dfe31617534c4a049382ffc13e135ab0835bce5b1e5c43ad645959abbc3ed651,dfe31617534c4a049382ffc13e135ab0835bce5b1e5c43ad645959abbc3ed651
"LX 788","Jim Radford",1344,313.58,155.99,8.99,Nunavut,d3b9627e3aea90a5ac8f18c1c2aa1251d1921e4533e72d56adf4feba0717e52b,d3b9627e3aea90a5ac8f18c1c2aa1251d1921e4533e72d56adf4feba0717e52b
"Avery 52","Carlos Soltero",1412,26.92,3.69,0.5,Nunavut,3a9e616487c6dfcba4f89c546269e30f1f25e23cb66faf8877a4e86c651eb575,3a9e616487c6dfcba4f89c546269e30f1f25e23cb66faf8877a4e86c651eb575
"Plymouth Boxed Rubber Bands by Plymouth","Carlos Soltero",1412,-5.77,4.71,0.7,Nunavut,0da5420ee63769376a8ffac02612ea1d586b6a310e85090119ee4ad9dc879578,0da5420ee63769376a8ffac02612ea1d586b6a310e85090119ee4ad9dc879578
"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""","Carl Ludwig",1539,-172.88,15.99,13.18,Nunavut,ec658ff3b439c0ba25f9a31b77665f057e2f324947f208672b34016464d12187,ec658ff3b439c0ba25f9a31b77665f057e2f324947f208672b34016464d12187
"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack","Carl Ludwig",1539,-144.55,4.89,4.93,Nunavut,aab1b8475502b077bb97135067a8c5b5785e38215e15430a59c7b03b4488402e,aab1b8475502b077bb97135067a8c5b5785e38215e15430a59c7b03b4488402e
"Newell 335","Don Miller",1540,5.76,2.88,0.7,Nunavut,b3d7dab217e781377957bc6669c40cc36565a5a41fbeb1c046eff38eba7e6c0f,b3d7dab217e781377957bc6669c40cc36565a5a41fbeb1c046eff38eba7e6c0f
"SANFORD Liquid Accent� Tank-Style Highlighters","Annie Cyprus",1702,4.9,2.84,0.93,Nunavut,b38821e866eb5a07ec84d74889e57ca7f5a0fcc4ef0ba6ae6d41c8a104306166,b38821e866eb5a07ec84d74889e57ca7f5a0fcc4ef0ba6ae6d41c8a104306166
"Canon PC940 Copier","Carl Ludwig",1761,-547.61,449.99,49,Nunavut,1ea94fb3290a73f002ec10c9ce3f4a57ec5ce61650dafb1e491bae59547dc744,1ea94fb3290a73f002ec10c9ce3f4a57ec5ce61650dafb1e491bae59547dc744
"Tenex Personal Project File with Scoop Front Design, Black","Carlos Soltero",1792,-5.45,13.48,4.51,Nunavut,ee1632f77f87ad9fee6df6102064aff192c3fbad220331269a13bb48b56f2750,ee1632f77f87ad9fee6df6102064aff192c3fbad220331269a13bb48b56f2750
"Col-Erase� Pencils with Erasers","Grant Carroll",2275,41.67,6.08,1.17,Nunavut,e961689aad77b1061abe4b99eb3ef90fa8ccfc2fd2b32120a6885338cc803816,e961689aad77b1061abe4b99eb3ef90fa8ccfc2fd2b32120a6885338cc803816
"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack","Don Miller",2277,-46.03,5.98,4.38,Nunavut,12e53b8712a7a5eb21fd03247647f74e6667321afb240bdf455d947e7454b47e,12e53b8712a7a5eb21fd03247647f74e6667321afb240bdf455d947e7454b47e
"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11","Don Miller",2277,33.67,40.99,19.99,Nunavut,ee8d6a11d60b8d9df5e04d27ad8d388f9b21baf513e6b62948229642a106e136,ee8d6a11d60b8d9df5e04d27ad8d388f9b21baf513e6b62948229642a106e136
"Self-Adhesive Address Labels for Typewriters by Universal","Alan Barnes",2532,140.01,7.31,0.49,Nunavut,13bddc7a84ac2f71a8f97354bf77820e1b9c25111f2f69b8e22065369e149145,13bddc7a84ac2f71a8f97354bf77820e1b9c25111f2f69b8e22065369e149145
Accessory37,"Alan Barnes",2532,-78.96,20.99,2.5,Nunavut,368bd5cd1ee5e41863c8631d9bf40b78cb1d0767094d69817165b3ec6e862e31,368bd5cd1ee5e41863c8631d9bf40b78cb1d0767094d69817165b3ec6e862e31
"Fuji 5.2GB DVD-RAM","Jack Garza",2631,252.66,40.96,1.99,Nunavut,18c9a35e242d8df8ed70a8d640aae1bdfaf6abf08a818eba45860474d25ec507,18c9a35e242d8df8ed70a8d640aae1bdfaf6abf08a818eba45860474d25ec507
"Bevis Steel Folding Chairs","Julia West",2757,-1766.01,95.95,74.35,Nunavut,e48fc816d63ce6ead895fe9dc3be6820bb4931bca2b02964fc4dd36c32f90056,e48fc816d63ce6ead895fe9dc3be6820bb4931bca2b02964fc4dd36c32f90056
"Avery Binder Labels","Eugene Barchas",2791,-236.27,3.89,7.01,Nunavut,217db1e2fd525472767988c8dc1a1621bacb177a82a0cf7172bb228cbc800571,217db1e2fd525472767988c8dc1a1621bacb177a82a0cf7172bb228cbc800571
"Hon Every-Day� Chair Series Swivel Task Chairs","Eugene Barchas",2791,80.44,120.98,30,Nunavut,aa3333b2b699da93c19a92d295b46f45ce15873df729a136ac2e2360813cc01d,aa3333b2b699da93c19a92d295b46f45ce15873df729a136ac2e2360813cc01d
"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case","Eugene Barchas",2791,118.94,30.98,5.76,Nunavut,9cb11ed04cb66f098f75d7fa7970a10dc0a6d88c4a5704fd108a4a46fa09e41f,9cb11ed04cb66f098f75d7fa7970a10dc0a6d88c4a5704fd108a4a46fa09e41f
"Global Troy� Executive Leather Low-Back Tilter","Edward Hooks",2976,3424.22,500.98,26,Nunavut,787542dbd6b8ea0dd9dde5dc8dc166f0f4c0d98ac626fc81b3ff16571e453a9a,787542dbd6b8ea0dd9dde5dc8dc166f0f4c0d98ac626fc81b3ff16571e453a9a
"XtraLife� ClearVue� Slant-D� Ring Binders by Cardinal","Brad Eason",3232,-11.83,7.84,4.71,Nunavut,f0ec3f8652c880b4c2d7fce6bfd845484bc460b6fb1a4c989284d23e6d67f33d,f0ec3f8652c880b4c2d7fce6bfd845484bc460b6fb1a4c989284d23e6d67f33d
"Computer Printout Paper with Letter-Trim Perforations","Nicole Hansen",3524,52.35,18.97,9.03,Nunavut,530f65a92b1894c0bd8840e6240d2e427fd26f6e0d7355c1d5650665ee80ebf9,530f65a92b1894c0bd8840e6240d2e427fd26f6e0d7355c1d5650665ee80ebf9
6160,"Dorothy Wardle",3908,-180.2,115.99,2.5,Nunavut,40fa7c018e6379a9bf000ee0917e5f05f91f23b37f9d439b43c68d2fd6388151,40fa7c018e6379a9bf000ee0917e5f05f91f23b37f9d439b43c68d2fd6388151
"Avery 49","Aaron Bergman",4132,1.32,2.88,0.5,Nunavut,f6252b9e460f21499e7987ed76da4e3c5c32f23809db468ef185ee40a0db306e,f6252b9e460f21499e7987ed76da4e3c5c32f23809db468ef185ee40a0db306e
"Hoover Portapower� Portable Vacuum","Jim Radford",4612,-375.64,4.48,49,Nunavut,bc0bd0ec4e066231ad9cc5e97f8bcd989eb680ed3c4c611f281c6a9e3ee83062,bc0bd0ec4e066231ad9cc5e97f8bcd989eb680ed3c4c611f281c6a9e3ee83062
"Timeport L7089","Annie Cyprus",4676,-104.25,125.99,7.69,Nunavut,b44d81c6769fcd0b40737363f59a831d0e65d10cf173b18f645ec18188e3aeeb,b44d81c6769fcd0b40737363f59a831d0e65d10cf173b18f645ec18188e3aeeb
"Avery 510","Annie Cyprus",4676,85.96,3.75,0.5,Nunavut,7c1db7b221732c9d41c637ad142c6ce7fe5d2e1b9f649490a204503fb46ddcda,7c1db7b221732c9d41c637ad142c6ce7fe5d2e1b9f649490a204503fb46ddcda
"Xerox 1881","Annie Cyprus",4676,-8.38,12.28,6.47,Nunavut,36d0260f0908f3909e373d2f5e6b984a414f1a848aa501b7464a490bd6ae20c1,36d0260f0908f3909e373d2f5e6b984a414f1a848aa501b7464a490bd6ae20c1
"LX 788","Annie Cyprus",4676,1115.69,155.99,8.99,Nunavut,5cf395c14c03712567ad41f8359dc98f792978274c78b58f7c438520ef18abab,5cf395c14c03712567ad41f8359dc98f792978274c78b58f7c438520ef18abab
"Cardinal Slant-D� Ring Binder, Heavy Gauge Vinyl","Annie Cyprus",5284,-3.05,8.69,2.99,Nunavut,c900506942fd34aa8fbe981fd81e58527dadd262913f845dff2d0fc97d7ca1f7,c900506942fd34aa8fbe981fd81e58527dadd262913f845dff2d0fc97d7ca1f7
"Memorex 4.7GB DVD-RAM, 3/Pack","Clay Rozendal",5316,514.07,31.78,1.99,Nunavut,5cb922c97eaee18751063fc0f2bd5b186982da2ec6c943c16e5b158d23b86d4c,5cb922c97eaee18751063fc0f2bd5b186982da2ec6c943c16e5b158d23b86d4c
"Unpadded Memo Slips","Don Jones",5409,-7.04,3.98,2.97,Nunavut,88f2c74f110ff080687f5573731bb06d682b14ca61697086fd418a7782895603,88f2c74f110ff080687f5573731bb06d682b14ca61697086fd418a7782895603
"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages","Beth Thompson",5506,4.41,5.88,3.04,Nunavut,f3b90e577a9648e38acca4287cc034f55518ba9f2f199c8307ed35718925bd92,f3b90e577a9648e38acca4287cc034f55518ba9f2f199c8307ed35718925bd92
"Eldon Expressions� Desk Accessory, Wood Pencil Holder, Oak","Frank Price",5569,-0.06,9.65,6.22,Nunavut,74d5d3240a50e41780caae7467303478b6ed7f36279736b8798cea0690a55a53,74d5d3240a50e41780caae7467303478b6ed7f36279736b8798cea0690a55a53
"Bell Sonecor JB700 Caller ID","Michelle Lonsdale",5607,-50.33,7.99,5.03,Nunavut,2d2539a9adce953882d6716e2ef6bde54f95d229e4f76c63ec0ee4c95899b035,2d2539a9adce953882d6716e2ef6bde54f95d229e4f76c63ec0ee4c95899b035
"Avery Arch Ring Binders","Ann Chong",5894,87.68,58.1,1.49,Nunavut,0a8d285c7b9756163a22528bd72731b614527e621b3f9e4e2dab6d710ab94966,0a8d285c7b9756163a22528bd72731b614527e621b3f9e4e2dab6d710ab94966
"APC 7 Outlet Network SurgeArrest Surge Protector","Ann Chong",5894,-68.22,80.48,4.5,Nunavut,03021209e8a48481404849c1e23008be0bc7c5af2d7da36d8c6aa0d8f6d37d27,03021209e8a48481404849c1e23008be0bc7c5af2d7da36d8c6aa0d8f6d37d27
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting","Joy Bell",5925,-354.9,92.23,39.61,Nunavut,caa7283e94d9f3009b4117e3e90669b0abe88656db8fc953b8ea2c1271e0b03d,caa7283e94d9f3009b4117e3e90669b0abe88656db8fc953b8ea2c1271e0b03d
Accessory4,"Joy Bell",5925,-267.01,85.99,0.99,Nunavut,9fd1ff1c3b883d97f23ef1eff5bb4870cd7372f75a81e42a3b9ad88d3739add8,9fd1ff1c3b883d97f23ef1eff5bb4870cd7372f75a81e42a3b9ad88d3739add8
"Personal Creations� Ink Jet Cards and Labels","Skye Norling",6016,3.63,11.48,5.43,Nunavut,8026a8667892fc49e6646ef42497a43852311211e12b74f0d0586b304657a655,8026a8667892fc49e6646ef42497a43852311211e12b74f0d0586b304657a655
"High Speed Automatic Electric Letter Opener","Barry Weirich",6116,-1759.58,1637.53,24.49,Nunavut,ff7613fbd8148e5c005002a8dcf2d4f71a926ea1c4924613584f1b7b739643d5,ff7613fbd8148e5c005002a8dcf2d4f71a926ea1c4924613584f1b7b739643d5
"Xerox 1966","Grant Carroll",6182,-116.79,6.48,6.65,Nunavut,f318ca250ae66404eaf8210f9fc1a570a00e7535a485b87819b35dfa307e1d93,f318ca250ae66404eaf8210f9fc1a570a00e7535a485b87819b35dfa307e1d93
"Xerox 213","Grant Carroll",6182,-67.28,6.48,7.86,Nunavut,af35eb502d736353e5efb38cdcf90e690d2c40431d66c2d9f7c7a0520fbf8bf9,af35eb502d736353e5efb38cdcf90e690d2c40431d66c2d9f7c7a0520fbf8bf9
"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black","Adrian Hane",6535,-19.33,28.15,8.99,Nunavut,aa6c90a5d6a28e66695500ddc19df96843f875587681e7265f5cbc5a35cab0db,aa6c90a5d6a28e66695500ddc19df96843f875587681e7265f5cbc5a35cab0db
"Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright)","Skye Norling",6884,-61.21,4.98,4.75,Nunavut,16d7622d2c6430b7329d3205eaefb20623238c0c20500ec5b230b82a1c574c58,16d7622d2c6430b7329d3205eaefb20623238c0c20500ec5b230b82a1c574c58
"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""","Skye Norling",6884,119.09,6.35,1.02,Nunavut,20cad29ae24ed3bf2d20f859037c850552bd4866878d3dd915016da179bb7dcb,20cad29ae24ed3bf2d20f859037c850552bd4866878d3dd915016da179bb7dcb
Crate-A-Files�,"Andrew Gjertsen",6916,-141.27,10.9,7.46,Nunavut,c7048fe94e5d7395ff0579aed937c21632e27028fbcf5c763bec64c57aa294f5,c7048fe94e5d7395ff0579aed937c21632e27028fbcf5c763bec64c57aa294f5
"Angle-D Binders with Locking Rings, Label Holders","Ralph Knight",6980,-77.28,7.3,7.72,Nunavut,6f198ff0b8480daf32a9a8a74847cb34530ecd39f28c3437bdf20283ac683c37,6f198ff0b8480daf32a9a8a74847cb34530ecd39f28c3437bdf20283ac683c37
"80 Minute CD-R Spindle, 100/Pack - Staples","Dorothy Wardle",6982,407.44,39.48,1.99,Nunavut,aaffbd0b620a1c8064ca6c906b1ae29bdb26334adb7d0cd1f379fc9604bb784c,aaffbd0b620a1c8064ca6c906b1ae29bdb26334adb7d0cd1f379fc9604bb784c
"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled","Dorothy Wardle",6982,-338.27,100.98,57.38,Nunavut,201e676fc75aa2f8e95c7370caa311198eb43d0d32b5d3bf8c4f939d5ecc2b1a,201e676fc75aa2f8e95c7370caa311198eb43d0d32b5d3bf8c4f939d5ecc2b1a
"12-1/2 Diameter Round Wall Clock","Dorothy Wardle",6982,52.56,19.98,10.49,Nunavut,9db4bf29df3569af642ab6a586ad7a760f8b991723ca67c06daabc137c4c1833,9db4bf29df3569af642ab6a586ad7a760f8b991723ca67c06daabc137c4c1833
"SAFCO Arco Folding Chair","Grant Carroll",7110,1902.24,276.2,24.49,Nunavut,ebe7c6c0226f99d344889390511f83322fb6cc142e0f2585bb0a7cccec3f749f,ebe7c6c0226f99d344889390511f83322fb6cc142e0f2585bb0a7cccec3f749f
"#10 White Business Envelopes,4 1/8 x 9 1/2","Barry Weirich",7430,353.2,15.67,1.39,Nunavut,6ecdb3c97f70e9d15c06c496e1e76569e8e720f2cedad0f95f6525f91898e215,6ecdb3c97f70e9d15c06c496e1e76569e8e720f2cedad0f95f6525f91898e215
"3M Office Air Cleaner","Beth Paige",7906,271.78,25.98,5.37,Nunavut,f3116016d91d2e828c923878b4cb8007c1b31fbcfaf74a28676c0f16fcdd26ea,f3116016d91d2e828c923878b4cb8007c1b31fbcfaf74a28676c0f16fcdd26ea
"Global Leather and Oak Executive Chair, Black","Sylvia Foulston",8391,-268.36,300.98,64.73,Nunavut,0fb54651625fd3154dabf6168470d58bf934c041d8fce29e9ce7814716de6367,0fb54651625fd3154dabf6168470d58bf934c041d8fce29e9ce7814716de6367
"Xerox 1936","Nicole Hansen",8419,70.39,19.98,5.97,Nunavut,e0696a8eafdc661808414e2f77a3675242f7d5b211202e5bb590d5bca1f92881,e0696a8eafdc661808414e2f77a3675242f7d5b211202e5bb590d5bca1f92881
"Xerox 214","Nicole Hansen",8419,-86.62,6.48,7.03,Nunavut,1e8b7f626e342d92d23c69598c25f4effa822d1b1ee8b13003ad50b58666bfcf,1e8b7f626e342d92d23c69598c25f4effa822d1b1ee8b13003ad50b58666bfcf
"Carina Double Wide Media Storage Towers in Natural & Black","Nicole Hansen",8833,-846.73,80.98,35,Nunavut,5c88fe6f40e032e296de76ca30e9999f499da9ed1351942781e6afb70e1c5d75,5c88fe6f40e032e296de76ca30e9999f499da9ed1351942781e6afb70e1c5d75
"Staples� General Use 3-Ring Binders","Beth Paige",8995,8.05,1.88,1.49,Nunavut,f83fb9a91811064e5c85345242713875df53720b6455509cf9f92dfb86cac931,f83fb9a91811064e5c85345242713875df53720b6455509cf9f92dfb86cac931
"Xerox 1904","Beth Paige",8995,-78.02,6.48,5.86,"Northwest Territories",46fa731ea76d4a91a8e8a6c4f16c07d7737309975599eef1ab1878486864c40a,46fa731ea76d4a91a8e8a6c4f16c07d7737309975599eef1ab1878486864c40a
"Luxo Professional Combination Clamp-On Lamps","Beth Paige",8995,737.94,102.3,21.26,"Northwest Territories",faa2a210d1efa7a7e0cdd27bd316a6fb0c3571c966b72307805b5bf19b882e04,faa2a210d1efa7a7e0cdd27bd316a6fb0c3571c966b72307805b5bf19b882e04
"Xerox 217","Beth Paige",8995,-191.28,6.48,8.19,"Northwest Territories",b03b3bf3417d3580fd9f56f332acbdc1ee8e11c679373133072f551d9bab4f27,b03b3bf3417d3580fd9f56f332acbdc1ee8e11c679373133072f551d9bab4f27
"Revere Boxed Rubber Bands by Revere","Beth Paige",8995,-21.49,1.89,0.76,"Northwest Territories",683cf0abc580ba455a4bca44a0c05b7532626d936d282ce1dca1f3da5f18270a,683cf0abc580ba455a4bca44a0c05b7532626d936d282ce1dca1f3da5f18270a
"Acco Smartsocket� Table Surge Protector, 6 Color-Coded Adapter Outlets","Sylvia Foulston",9126,884.08,62.05,3.99,"Northwest Territories",62b26770507611f5c6a694edf2667dd76e05963f0bedf886c5714d8c89b76f5c,62b26770507611f5c6a694edf2667dd76e05963f0bedf886c5714d8c89b76f5c
"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units","Bryan Davis",9127,-329.49,279.48,35,"Northwest Territories",ba493a0575ef5f00a74cc77301eae551369d6ec52b81d66bb2df4860b1d9796b,ba493a0575ef5f00a74cc77301eae551369d6ec52b81d66bb2df4860b1d9796b
"Hon 4070 Series Pagoda� Round Back Stacking Chairs","Joy Bell",9509,2825.15,320.98,58.95,"Northwest Territories",48db4b28344f19f74ef42024409bc59a0b8a94b7a044dd806da39e958de6fd83,48db4b28344f19f74ef42024409bc59a0b8a94b7a044dd806da39e958de6fd83
"Xerox 1887","Joy Bell",9509,2.13,18.97,5.21,"Northwest Territories",bdc5604aa7bad466dd6ab333d1474f7cd6a809b51b22072b1e7a04a5863e2c4c,bdc5604aa7bad466dd6ab333d1474f7cd6a809b51b22072b1e7a04a5863e2c4c
"Xerox 1891","Joy Bell",9509,707.15,48.91,5.81,"Northwest Territories",3a185bfaee497e2965a7cb061ca13697f81600b008a257d5731dcf1cb11c1934,3a185bfaee497e2965a7cb061ca13697f81600b008a257d5731dcf1cb11c1934
"Avery 506","Alan Barnes",9763,75.13,4.13,0.5,"Northwest Territories",d8b467f60c7b27d3c9565e0f863cd8abcfe961c60d032c1f7f1ff542e3ab9b36,d8b467f60c7b27d3c9565e0f863cd8abcfe961c60d032c1f7f1ff542e3ab9b36
"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","Grant Carroll",9927,-270.63,140.98,53.48,"Northwest Territories",55a6c61206985cf8a6c2d6a3b1f02afa81f6409ae1756b193102395fc2dfdb35,55a6c61206985cf8a6c2d6a3b1f02afa81f6409ae1756b193102395fc2dfdb35
"Lifetime Advantage� Folding Chairs, 4/Carton","Grant Carroll",9927,3387.35,218.08,18.06,"Northwest Territories",038ed07112ae870003c90a907826570c82c831a80039a7928dbd57a522af9709,038ed07112ae870003c90a907826570c82c831a80039a7928dbd57a522af9709
"Microsoft Natural Multimedia Keyboard","Grant Carroll",9927,-82.16,50.98,6.5,"Northwest Territories",d78812adca9397a5888581991885e08a25b6bc2c888d2e553f12d04454f9bcc0,d78812adca9397a5888581991885e08a25b6bc2c888d2e553f12d04454f9bcc0
"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack","Delfina Latchford",10022,-3.88,10.14,2.27,"Northwest Territories",134117299a7a53368628c8dff6edabcf6c9e111a6027617e26818d7cdad46077,134117299a7a53368628c8dff6edabcf6c9e111a6027617e26818d7cdad46077
"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""","Don Jones",10437,-191.22,15.99,13.18,"Northwest Territories",724bdd2049547a43698280c577fd0c819e893bc59724c905f04f9e3f25294fb3,724bdd2049547a43698280c577fd0c819e893bc59724c905f04f9e3f25294fb3
"Bevis Boat-Shaped Conference Table","Doug Bickford",10499,31.21,262.11,62.74,"Northwest Territories",ebbd82577d8d843dea025d24963ef6012964bd04571bad009e3fd4aada2a428d,ebbd82577d8d843dea025d24963ef6012964bd04571bad009e3fd4aada2a428d
"Linden� 12"" Wall Clock With Oak Frame","Doug Bickford",10535,-44.14,33.98,19.99,"Northwest Territories",c18fb94a424244b711a14a757e5dffa3a80853b8284cdacec6cc3e8c029ec177,c18fb94a424244b711a14a757e5dffa3a80853b8284cdacec6cc3e8c029ec177
"Newell 326","Doug Bickford",10535,-0.79,1.76,0.7,"Northwest Territories",650e3542b5ccbdcb3c13d90d3888012b75d42786bc9695b8632cd193d8b2e795,650e3542b5ccbdcb3c13d90d3888012b75d42786bc9695b8632cd193d8b2e795
"Prismacolor Color Pencil Set","Jamie Kunitz",10789,76.42,19.84,4.1,"Northwest Territories",14938f7f0b5197fae26353aa4e5e839ae6dae7dab6df4b71a416fec6c7f8c2cb,14938f7f0b5197fae26353aa4e5e839ae6dae7dab6df4b71a416fec6c7f8c2cb
"Xerox Blank Computer Paper","Anthony Johnson",10791,93.36,19.98,5.77,"Northwest Territories",c354830234fb273b5186267a8d194b5b065e12b79e8e8810fb790094ea50659a,c354830234fb273b5186267a8d194b5b065e12b79e8e8810fb790094ea50659a
"600 Series Flip","Ralph Knight",10945,4.22,95.99,8.99,"Northwest Territories",8061d44709051de99bdc2a8f3b12d1a3c86d582aa7bf86719dacaa910822f8aa,8061d44709051de99bdc2a8f3b12d1a3c86d582aa7bf86719dacaa910822f8aa
"Fellowes Recycled Storage Drawers","Allen Rosenblatt",11137,395.12,111.03,8.64,"Northwest Territories",577d1c8bce3f4a7d56fce5ef61684258705178c2d2dc6e491a1448ac75653238,577d1c8bce3f4a7d56fce5ef61684258705178c2d2dc6e491a1448ac75653238
"Satellite Sectional Post Binders","Barry Weirich",11202,79.59,43.41,2.99,"Northwest Territories",8e8fafd73f4f0eb86abb3e887e19b4ea3c409b3f03586fd2907815b35b2492f3,8e8fafd73f4f0eb86abb3e887e19b4ea3c409b3f03586fd2907815b35b2492f3
