TASK,NAME,EMAIL,STATUS,CREATED_AT,UPDATED_AT,DELETED_AT,FILED1,FILED2
"Xerox 1887","Joy Bell",9509,2.13,18.97,5.21,"Northwest Territories",yxqzo/Rkg1okedgRb3jq4GCkFBCHCOWmC5P1I7xmgYsBqXoNA4Dz+lJYHUbCKuJrDct9cqJ8+U5/4a0Mii+ZtZVUqFuDO8MKJxNtBi2inlOX+P5YR3bfKfVw3OLRtBljPfXLlC64EZKkezPpLrPT27tHaQ+Q+1nDwJ05uPQLrIUkzNzpwOhXc6wAn+qi2P70QytK1BOxHhodvzwnFj01JKKigsYfJ9nyHgZu0gcUSoF/j4dF7VrwF0zTgXkBD7RnvgYizKqxz83+Fzd0uz6Oe99esDKeVc8yv9aSe7GGBZHZjaw8eRWSMF6Fbg/6JgV8bIkqd/u4LeFQdKr2awHFMin7bP/bvclBE31ib0le8MrD57TWVf+BzbsBUs+fiJLTBJQlo2/PyPfpOwUKa7mo4pRuQqXZiLwZbKZw7phUvUMalIbZ3csZLBAjwAHwpUPGQMfkb1heA2j3uA/x/zWZPwFSJErk/to0JcjvsHeMvEEALiWg2Z31HuIu7SCK18/gmTGP8D7hv/BJ1Xdy3YUdkzjJiJ8YoitSaMDsXjm89ayi6LjTNncfMMduUKdOqh1sLLBNbzwTzXDqdUkHVqA3NN2PaXkq0CaE5/StOb8UG184YZ/nQGLJlFpZIUuYIZrjTxdq+MjyazHtFVpKppWzuG4qfuN9zo8VnAPkdR+DMoA=,qwan284saaTUWOPerApQ+p2s3+o4ou72qG8alfWKiN9aIZj6DPYuRO2cdQ6gfQEZSHP+ylGe1hMOForLgt+fDGTlSinfP3hCbCMRar/J/4g3sQnAcWLtuYuCN0JUHtoNw3OrIbWUB/di0nPEMlmKCTd+K5QvqlN/cpncaURFLawNJKpD/dQkPcMdwqMqqDfRGqQXgVPTzgIuawzpJxlyQmhNkgLUJ8ZmFqSJi2Ddvt2+z6eZuYp+g998XuPhDhPtqol+ZR3vP1LcxyoehWKyY8EZ2cVi6eiWREhy9q49K9G7gatk03X7gcsvf2KtASr7C4wdfNkvG+O4KKEXqxjhi9U2WYDxgHwiCg5l4VgHSoBdYbFMPCIG0cYYBCC1w3rYhzseqt44iCCE4pnMVxE8h99MbOO8prNAb7+cJ8F8uOawwzQs+MgJnIvJ/gf7abynT3llmK/DwX2BQBE7ID94uS4NYamoW4jGAR0OtzhxmwVg8IZjP1aD4S/ay4vrd3dpkdUCTsMNWHgMOGjXZfPJaAW3/85B1M1mRXZl2JetILqn33+XayE39FE8ryiN52K4AHsoUtZRNnR62VDOEm2WKpA0nUTmxRt6qMmNZUCdcjwXBZ3jkzMgbC0siXNG1oYLyw0Ja02fEJCTwVda25i1QqVytR/8QCCK+IjKkCAajMc=
"Xerox 1891","Joy Bell",9509,707.15,48.91,5.81,"Northwest Territories",Ot2AE6MIs78cJcDuqWuJePeKzW9+NF3Fy42kFkVFKaBJsEZymYySvyvQ+foB6VbMiEjO46xhIQ1Y3rbvjKwtLViCTsJQb/GULFin3WDIYLAdyY75FictAivTvlL3h3oXwjk3+gbY4AV62Dku4xEYNSr5va+wAmqKyAUceoF9Jvbto0UbRh2pSwlKBMK6ynlLCixPfi5u3n/yfGJaeFdBm/9W/fVGWaLnr4FWj7/6hPkQmNLsj3ImejpAQaJv2vpMFPvtfOdjD9ngsHCU49fYCrCToT23U/tmWTqiCoOnp/UJfzmzzXq3m8rXULDu8vwEHpI3LNGmiibnd1JF/pjjumXhwzuKrRbu18Jb+kb9II5NT9JpXGlzhbwdTJdeH8IzCxhu9adqrgyBC5ZBE7WY95raagjhLzIemF4n0R3KQMjWXc/AIKJOaFCDXVO+K35gdxaJFboplQxeOtdlPKmnEiTE5rrGmq1CqlBewbmr54l1w5ucQps7MFw7ssfH/n2hPTl7JiA0sjgho5+1S3dtyIsfEh9UBaIcV5wHQ0hCgt+jatUiu8WABBYEOpAeMQSy2Rab7W2/dIJ39zEIH5p8cfFyZGg5SYDaUTMDmOmk75yHweabrFXCXXQVJYJdYr7cQeY2fGp3bD/XAz95/0nOyNZ4dlTomqAimfa3nmJl61k=,bHBJeQyV5qOHaKNPrRyzhKAZtJJZ+QVrbs9k0v3Jdw2d/hJehZWvR2YgSXWFWwf6/9TtYGFuiHezaLaCFHVLtlxPtxSXb1d/JDzMJmVTR5VNfMJbUESbMsllySTQ7ajRqzHiv0GrJy5DU/LB4vMXqTCaZvjuI0ulsFt+7AxD/ZYlrEFEBDCB2GPhrxIn0EVn2OodjrBfA2jP0r6r3tLpjTV6I78aDXBnBo/FGZjZ6W/tHpkwJuMoH6VuCKRFFesao2PHPEyrKAFU2DPfbJF6H2Gx/Bk9M9SiYnvqleYl3NiL7UNhJyhQpBnr845YeotZq+0UxHgyT9Fnn8raUcaNbndwF7uHVfEIpaoHlGIjVCY38IhrnxOgeJdjbXUCFm0tqXTBzPTfTjAu2kKIOLLJPCdXbYujT2Z7ZVKEcccndcr6M9k3qlEzrL3Bhd6tOS7oFgaoGjXbjTcqsg/CugFsH/rtAKA9onGG1u7+Y3a/iRJotezMYjyjcF7F0+6VI2c++aPmeb9oiKgaA1mFUrsrNdA1Cc+1rTwjw3NOM3RdilnMv0d8k/nxN6igCtSuTRB4C//v0P5uYfqK7IGm/ur5R3qIP0soPrFY/4uDctTES77ekyiSvewtbPMlWwzAGCBRgP6cNK3ORH6uhye33LORIInjRdq7+vFg54bymGYBAeo=
"Avery 506","Alan Barnes",9763,75.13,4.13,0.5,"Northwest Territories",UKUdpGgs7ZIPPs+FJqO7QBHKelamCRGVwuCsVDJyOjxuX02DNOdlAAt8dU2SnC1lNBIfyJDDdQS/6SOB6asC2AeELj5J8YcIHPwxJppQrUg0hTycKTLVlXcOHO1MzEJ1YJ5sZ5SADyzZT966C7TN1Fp7KoWaE22z7Fdk+flh/6BPrS40Cj31jWUUPqMU/OCx6B9fn4q2quXUCZbNiK3awt4Nv5yqGxd8gjU4NqzbJbG5dTtgkRVYCIza7/4eU+K4bsHFvlQdB+irELmZUDkhXUWmwJwFWVLCjbG33NGaoHHRSwvFl2kQoRy2idYCEbG/wKA2QwlurRBzP9YWNJ+58dY2XcRj7aZ+VL5fi2LqQOeCE5CU942uiTOVRQFPgkEDNbqcEhMfWKTx6nkvKYwj3zv1tMNdfKztonZvjzCwmv+zHtE1dTDeyQAi/RuAFufSmkbZ71k3KXK8dMQU+YCWQ5thmb1W4pbiOhup047cwhqMT98/Y2k6dhsABQssbbA+PnIW6tRN+9UDeJSXSyW4rDpvM5XF8iDavDxN7/ZsBRA6tXmoIjuiAwzII4mpKxvKBocG6HEc6Bu1ywWRF9NZQ62yaqYWTCo2Q/Jl0XisFkVKjYmqEtEpQ2mutRJnypJ9jMKR87DBFn2iAAt+FKZgkWEOM7whTm4GNel7lIrHN28=,rXUPKpe5Dapt3rJT2DkaO3yyH2bNQx12hwkYQz4z/m6VD1ZUvwKd4ln2iisn9tDtl9HGIC5gnDOVcolErR5CqTsKz6vqGU9jW1TOte+LXAfjTXzhkH4RRH4vQ1iBU4ydijMgJB4Oi1wdUVjOKBhpxIthP3ocKw4X7OKqiFeC/kcdcI/R3PCMm24r/jgDjuklFqNBC5VYNzSAIeT/ceilVS6KszExRk1ZgNreS4cm5KhXueq0SErhfYT3EWJf9KNTAXS4t/XP6NXbal4+4dfFx1wefJMP30lwmCcDZkyTQpTxmH/K2fpOYZFYzBI6AKgd4WrWlkl8DXTkQxy+AFb+fLZXy3VeIrHWFOKqjOSz5XzfPzn1PS65Jiq32VtesSZ6s9w7s1nC1D+/14TU8ju/W3jIWTbmIXQFVFot7g2VqyxEju8cXpq4Mz5ScB0hGAoAJt4aJgno1wmoUdCj5Dv+2OEC1ePUpIDclCHN1W5AUrhAkLH7bWSmAZK1eLj2s4v2Gadzbi0B6wgmml2SOGZrIygNY7AqO4QvcAiSTBf+12wjVNURnVe+ihnXlcd36bGSi/+N2D3A1F9twvuy/Nkw6LTcevwMKBJiui4tqJTi0H7vCRqPOMzL5P3vU9s4VMizHGVoWKHIGpRV/MzDW0uZV9+4/05UiKZxIm5tpfLjcV4=
"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","Grant Carroll",9927,-270.63,140.98,53.48,"Northwest Territories",ySaNV0761mK7MopKdn8f1nkZNO9jgmuMHjmwN7enZALnPXKRLRO49voLkiVcK3gdDz/iijZhfvUhFkCPLNLRi+1h+PVPkWgfQh4lPSuU4R7QxtSYdXSyxCzwGCL+s9dj/SNudrKjNbR5vN3uM2qs1cHt1psNDV6rONyTM/RKhT6WrjHHR38k7OOnW3OfbrccMXpvXSXx+FJ4HoHmseRuoR+k8Gf0mKwKQhTeKSlru+LaBz3RaUXhPDvv7U+qdpjGD8zdGWCL7o2vt29ZNxTw8DuFVbhpOgWqVRp6N1PEMa37+4A/EgBF0Imee0kMPykfWbFvBoGjy1vEpSRv+6dwwclXITU+4I0d8d8PeOaYyKoyNuOxnib+fQParKTNNG5Tpg9H7KUBgB7t49eeLX4MvCxzU3xMYDkekl/9Hvyv+BljVakOfIMkolVxs7G5DCwYg5jFwbSFgruZUF3zC5OLAUlkLZgr6cPXDDcS3x8ZSKVm+oSWM3061OJXrhJ1L0YsenuR6JK3kqdZXtKzI85Luj0qaUtBoDXVUiDCCevp+8LD7IEAfpZIfpM/IS0cu/tLHZImSfP080SZ+8+sr1ndrBU/J/KcemB1qqWAKEDBNvDBuQAfzcI5hjPu6zHdDqJ4HIX/0Jn9lsGKLaY7gyofDc+TdfHr8d3Vm227UmF8a9Q=,wGugFS8EMkAgI1O9LFC3I89+D8/qJ2AcERbHshnqV3PkkPvSBlphXGQNsM8RysEATTBUSnF5ofwIX5gyWhMNUcGfJTAPTR1JJ7tIfBRkbmASlEtNfvVU6xTui46DkZL/Ah3DR6qbinfqiijdsEDcIEVZRo9zkSDC7nT+8bVjtRE1J2oIawkG2hy/HDGOI398uhmhS/hncGzUwgxWnEnfcjB3UOSPM17ZXwgxLf8+hk/YR26dx1ZG27CZ7CZA2TbRI69B6BVNAsy5TmYntizLLI8FDJ25b+W8/2KuCr7HN31InpXoXE6FrG0mLp25fjw7S80iJS896wGMUuEOisQM6sbW7oQEhooOYuXu2E3v5YrRbBRI8a96xN3a4CH2AYRgHGwoETIQaSVtxb5q3DrsC7ceJxnH1D15+wM1X74Oatu03eZbg22AgfKmFhbr07FNqolXWns9SYTgDCCNBgfgonI5qFvmZiCROo9VffRNy55wE4Z8/usIo8BlXbpEp2uzgQ+0xyiTznbTW4ZN+lC1/EtcglfOjk85Nt1Nbazmj6jbKDyHHckuhuphvF/P8zVSrYoQsBhWt8rk2paO3slsf8r99Mh1YnZbniU3J5dh8aJfaRtHMZzVJ6+bZk9umB9P3E1yk2REs0Jl8ngVclz3pRuS/50icwIGlT+0CxtPVt0=
"Lifetime Advantage� Folding Chairs, 4/Carton","Grant Carroll",9927,3387.35,218.08,18.06,"Northwest Territories",EzVS9vz74cOAleMg8BAty0JkfcsGZchlhCS1sAo9K9TLl95bGFgMFdc4VBuGYfuxQdL404z3VG6Cc2+ADlX9DmsbsCWLQuksrZSQunelpYkvOcX7tcBdTvhF+JYMfWdLfAINKD3r8sV43a3/jllAUwgLspWiIzOpbFKbzNRvom/NNVBjavnYqgF7H0JlwnYBTeO+ookIMx7OxeuiPKWmx58HCbtpVtiz52g7A3U676EUA25dH/+i5ck4Br9P+PAGI64BkNC3tL1eaIukTN0mhOPCdz7S4zw/wT98SRXGtgXsbj+f99MfDVQhRvAPF9CIxN10UVqbhD4tyE2V3zxlB98Qbo7IXXXv79w+9Ld6d2VJBh0DkHqLNfUl19eOuG1cCxB5fkeMfUHCaJaBBIlpyMh9UEhedjM4fryIUwAvkuKoDcjRIRXQlJ+yBDVL6lWsZCENKgIZPQd3swdr9e7boDWxxE6nJ2yL1jJ+0wqhsHEe/JpgZgObvqDerC2RpfwUxNIn7QYVwYhG3jhWu2hI20/Ojjj61BELGmwUlRa2TnthjE7GJgWmPoAjOaxkf9L0Uj37hNetbh06iqHEOLMdbp6qyOns8W6HeNsFvb2/F3P5T5YN2Je4IHrNwLtqoocro5IvaQyWARCXylYjoTJgD+0tHUROXCocOY+fgM03jPI=,xFVH2ETd+3wtT5N/XFgiuBOIwesTfScS+DXPzrqmI8JrITRjzJk1dYPKz/BXYCGIxKGe7/+wOIaAza/T623pdVsGRoARwTPlvWth4mfA6Whqxkh0aotyqIyl+ppbug7whIycofT9Dgk+bkuy8nYYYe40ZHdUVtuuqb9A1XyFeNHfki6PP7MnF5y8BXXV/Kt3zcS3hqJn4BPph+ikm8RhFBNL3MxTa1nGF+w6INm0iNyZl5XBad1pdHiZaCkegAJGQMP/fJX0qOcbBXa1LqX3DapBoull7IrnQnDkCnlTeollgOzyckTPPKzJ8ZcwiQgxlQDtlMdUpWXDquYc6omo7xdtq6sBNYuYn9IabvyhlPgpLC6iRUPdB83NhO1+315UOF5PLUuC1au4uPiHCrXRAKrZgZOmzZKVa3gQkvAWnYlflIjj3myKtokWnbWNh75S1p1E+hHEVcf2lGg4eEcAtfk7PpOYFlhvEDacGYUWi36Lepo7AbiycJCmtHzt5lgCnJiS5uYgzOQzzdAQTRmrn9FVXaBEWn8teeEW15+NB366RtGaZ07RpuTCk6YCx4EaMdkbjgDvsTS7YSEjoLQOADmtcMOWkkVFYJca0y5oXR+rNIZCGsFEUwoXTCN3zaIpx3eehh99gpnXbUyiwHe6Rm2uoP0R0yeyrulEBjlmZdk=
"Microsoft Natural Multimedia Keyboard","Grant Carroll",9927,-82.16,50.98,6.5,"Northwest Territories",S9+x3jQ2poKghCY2q2Es9DDfH1LC0kNvki3Qx4zw/OL04ffxG+HJQUpL+MHHhwXSJgAPx683EfIZgFMtPjIMPdRNr8kT53NwKF2XKWfAZxMAZzHG7KDNbMQ+zLBvlLR5E2POm/t6jDYnQP2juYYLS7C1Bi4KbduirAD/N5353+131xs4EWtQJSF0/yeTCb20XETnsikImSp4rwaSnQ19tzeMIFtVQk0lIAzzH7YnWJS+TKMiCPtZuHyqw5rS3krmRNX2lvsJfbzX9fmLyb70cAZq4cgOuXwRhSayFf+638ThtsRWQXWj3fr1Hq9LKAEyANT+qKCOGICYobrmzXZ0w2NfwFavDK0ARg9xC8DMwC6QkyaaeUtlMAfBnEO/jMuLRChv9it+MVcLHHjqCzm4D8mnNTmoKoBaZFbR/ZW/sdyq9TbCQTgUYTkmh+i8JR6DaMyG0kKz+6Comps7n+0AsD2eMKacKWADsPc67HimRQMpCSAw/lQgJ0NEqrI1rJ/JOlNxHqXYVnP6GOXT+1TuQwfnrMZVrbIWbRNFFYgjhAESZEy97aB9qwNVeEPq6EnlFoC8ZExeO44f2ksLWyS5qS/uU640mpxUQmyOyk1YuyaXU7zpBuQWJcB4t26Ymu0cjNSVd8WrUo/eT3L4v2px6BZORKcY7ZAzmIPasedjWdE=,Y4GokTungbwp2b6balRAG7Uzn0HkTnT+cw5Sr8Inm1o/e4xkSY1NK/rfDQiL/gmbH9p2p9FdDAnQij2mjvQgEGpISq5Oy0JguSFwpQs7RVRUXQIy4wWqoQgUq9cGSRUX/GiHzzJzpjLJr3Bu+1Ux5ELHvd4SlYmMxDuqGL73ja7D6WM6PeYFoWABHzKP4Y92przMcUgSnGd7+Gmzxcvqfww35Va+Fvh37ok7QdA2zfL9U7i+ssV9nboaPPiMPvLakucCen6zmEMFYzg1w+ALKRFwzamwpwxHzl4GO2Cx8zBeSUqWO1Lj6I4qOeck8nczce/0vDGA/d4UKPArlwdfBtCPUTRNkM6g2xzdKUJMvg2ayJMGyDPKAvP0WFCPg8wwPXvLTLcxp+lX3QnseQdX/62RGP6UbPACPDvQTM7xmDc6y5VJvtfHoUUTPPukrANUx4jzl3c0nMSoyOJHubwryV03NfJJIR0a7J+tJMYqbNZFWEHjDpsM9aam5ucmwEeEXGHEU09+Gobt5ZKfqzf1/WjnobKc+ALiI5ZmSk0BhjcONhvvEAZZWgzCeDG5R25Ix9CJx8xxzui5oN93j94GZVrhwbED2dQQRbS7FEuDB+XO2EjJN6BazRzZju3WiJh0M1X24+373hArrpy6Ak3UgM1uTg21J/44qf5zIS+XfNg=
"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack","Delfina Latchford",10022,-3.88,10.14,2.27,"Northwest Territories",wE9dcpOsKGOsBbWx0q3a8V9wvPadyFRXn02+LEKkr9Xs/R4Ysp7mFHu/6khwap/deHOJB7Ijnc6p1kl4Jheq0OyasAiXny47nyDWGon1yhrRw98FhIooIeU/CgdUg239ultvZ/3j7lLOSXYRS0OQaxd1ufaTdhNBUFm20p46hBSGgFwCGJD4eWZ5AnXg0nbmTD66J/ygiw4GKLRj+bNsUlNZLTga6ev0IbsMbit+9zMOhfbdqXieCi0t0rLr4Ar8Xexoyx1ReLFYwSqxUghHRJGdw1wRMM9zGnPh2ioV67aYT/tZejYIkoJCwlD1yLsY0xW7kbB7VbnwXn1AQuGBuSWc9y5COL06hkWntWkZHl1EgcLuAIOTeJTHSBASA2cJ9rsYqcbbJZ1JJZ1c0hHV1YFldABiSAKM4+RgmAs8EfMQRu+UfDGoTT/XYeLjs/V8xGiKv0DysrQ5eC4tSpVcqpLj95h4IslJMrps5+cHNI2Ofk4UYiZR4rdQWnPKaamrTBcbF6sMNWZ3DB/7XOwJG/Ts1hr76317DeFRvZHl1yZ+wLYvlpGLCxmehzj7fpUL+P+sPuvKy+tYcaw2TwE3Sr/D+L+TZwJJwv51GN7EvnARE0rOj0BJpKDFOuGDfTm8/aZrxWfMqi1R0ZYR+rfGXSSG13FBeCRp7gixNKjiGRw=,CJkVcANQjS1zyhtuzbJ8l8U2xrvRaAdxa1Pfuzg999EynVRYHwjmchg8+xTW2EeLR0wGaOsmwo4Z50RdF+vNkAhGAqP4j8Zihtt6ltPZEjF2XVdrb+Ekob1sa/VCQ/YfcrwEywpbkXDQygdzucOXl1/a+/Fd13BWJ/w5R0S7SrsZs3OPUCxiSKxYzD26UpPb6ItSfTNj4udF3O5g0S9BG+DE8PnN3hKaXLcKBAE8nMxvVWSPYRq9hvOKHc9qz6o9QToXwCnFZrXvkfHt49nIhhQIsL1O9sDrK+kNbSNl3Fdr/bY3pF0ruanLwNyg1O/6GLJF6l3AR9n/Y0CofoUSyt6D9W0/pqbofQBM7Cu38IuN/sEmv3i/6Bno7LOFVlNZXjQ1JHwlWP//Mkb4wuuf2MNqu9zLG+ivtc1ZCvA2yue3r+ksu0jyzbEC3paCZun2dBUfXj9nDYMyOYWzcdHYdhssAD4lJ+e13HFJ+6pWsyLqO/KYJ3/SUjX/M0udq3mSr+MU5SnOzcPoalYs4LfW0+GzpREeYvnDgfv5/LzDtSLubxJeNh0P0Ni5qYr6g0zy2XkX2uKG8dhdc5Zv4toyZp8RTWBsJW23dMT44roCxC+SzqMiOpo2lpy4s8cU89arRXe2QoEBt3PredDzmzlhlM8tTwLEzA5fNkOpg3GwMqs=
"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""","Don Jones",10437,-191.22,15.99,13.18,"Northwest Territories",jM4qpOh/3Oz0Kcvq5ySEeHJxeLekgRJiTqi5zMjfu/607Fp9w2qBfngNHeV0tMJ/DriD3XMiIf7pZWWjCuISN2j+WDVie2leMPl5dKB4VUXPtUwDv8aBD+7WHhI+15CVKU9JSjlCWl5kgYjoKqgH7ZueJ6qmVTsort6kqRGZ1mMicdnCDmcFpttfQzKmfjaGGUYusUGN3n2fn7SePC532V2ctXlAuWa98ETZuaWl91NmEr7t+6nFotv11vhVdd8FaPzJPTrzcoIboeMRdeTb1HfO8l0ym0OdOMOJypJc42dhSKoSeNdPgk8JL3kovjeU/CgNUekMfFSP2lHv5ZFcTOY24Xi8vJWoHhNrACVG7EbfEEy9RvRJexuPi+AOHHhDsfszzoZzlgfkgR29P/O7qAvSKh43uaofnT9r4GsHxkkHQ6WrUjDa/yq01nO7bBngahAsyg7Qe7jEpK+QE51P+rssgVf3sPxeVZdG78K8MnO/w4stlkkx2gzaeBLrwud6b0K/anP1wGb2dlHyTxmpnr75FWylPP5FqWYxVPkxvtqlCRJjViStpKc0xSogLv/12dL309IRQixMiJZKl8EcZv+tvdVRZhvUmbmoXrXKnTaZ6noy/s2sNmUrbCpn7UH8lw6M1BP1HmewQxNNaC0HKRtl/DDzSjm5Yc7JF7LO4R4=,PzZjdaLnIJAbF4LqnLfvbkLanXocunfDj85ighx8f5SNvefRjpfn9ckMyrMQrwwXkX5j4Y8l93W534MB1KmbGO7y9QtLISbBdEYP0i4WMZddcYOU3qIfuDcZ0tYdgF9jXAEsSATV4vGtxKVnQ9trA+PldGYZL+uCQixfUoXjg1Iqi0jNioFZ3/lVIAamN3WZz7sD+wnDgBGyiINAweCMoWXaXaAEFqGVPl0YnA5puvDMQzKifO9JwZPGjQ5UWi2TwbgFu3DuvUFRqHeZ+kOvroaGcxxCzqZRiwKtHmLQFbrfhNuTriVt8CkXF4sYqy4EXvO1xnKgRYYXxWHFzgsT+3Hzzf8yKJczLVKIuiy0L+EiKwA/XWmfRyTG3NKg6clwE0JDAQfnsVVHzRsCtz1qJ2qMCfiAlpJF/HX8XqrjnXSOPfC6vH/4U67udQxbMsEqsN1Q+0V40HDndYzTe6WJ34Lbo8a0s4S6wBUeRZ3GtG9klUdJL5z923rhBgZx6SgJAa7EE//wgEfD7AgyZyZCZbRQey2DqzdE74ZKR3TnkK1q5sbZ+OjdXSESX1GDISp+9CjpfX3QUv+rPmAg2Bs3/Hx7WnPogJcZWXpQARRQpzBBYFaRXrAqcgRt0JVcXrtz6UWuOGHURBLFoHjDY/7wwLkpmoJyXKJJjtdR4KO9lLc=
"Bevis Boat-Shaped Conference Table","Doug Bickford",10499,31.21,262.11,62.74,"Northwest Territories",EYWMBvfvPe+oXgTwxL5CcQhhAHqq20zFn6cNv1VoAp9lKHwRPOHMgwV824IsO94+cH+QvB7ZMGjbqTkVmPdUhylED8RTF0kUph68fz5H0akLvFkkG6Ic4vIPH5p/KlyYgNptuYrPgehXxWG/k/C0TJLRC3j9gH4QIrtK7yi+3wyqQ3wzqjZu/BcAySxkiXWIIMBtBGgASRf30wraiE1lch/dq/UnXk3V5BPnUWiFuUnEiU55VByM8Sn3ApdfuOOxY10c8O3s8ny0ar7vtrRSVKNAxUoQMFouVpuhUnYgtw9IcQvERXsgea8q4v0nJ1L5s24hcll1yhN36pgdpooawaKUPwGSCDT8RYE1kAQwkbGQB8kRezPGK/N9ZFjCOqj2RVH4mki7tNsWmaBFT0ArVzfotTwSuzd6Gdf1xSrLrYsa/clHAZaCGFpVyVPlmyxRjy5etVa++szHfuKifRlEv2dbBvyn0iJs/e1QKJYmae0CT42aIVCGYzlKBX8jRYwv9fembJk6cO6o6VrhgMvA/WSui7QvqbmwKg03rIbujMJcTwruZkTQd3pnaXeejwvPaI8Dtdlod3WFjMxJePISrMhMgAoqBg9+jIcgDhCrAvlFyzpiMIA/6LsczO/UaQlQW1xssV/8H2KD1sSA7cvIdcVTvQ943237tycDK59xKZ0=,l2NNSJEjI6HLuAhZ10EM1ppJAi3tsT18TVCLW7hUzcOJIjvaCGAsANikN+9A54n5jL5KgzGaLwitMYFwSvLmK4q4JXLoEWrBQapRKVd0isc9eIs/X1RlgbG+xwHghKQkq0HGs4oUHboT2Ipd9RKIqfW8Ljnx3mEjKs3pYMg94gDGb6fqhvAl9XhPmJy2+jbfJQxn2EhvNaCUa5H4ZtmfwUfEjXYkqpUqtDYdvbOlujbxXSNUO8pqlHr+uoVMhaAeKtM6r+9Q+B8DDcFrdI038SaAKy+iVYvMq3/2wap5pMVzCKLz5/1IlNA/KjEXo2/LvnVwPOYEk+DP5ueY1XT1meWX9C/vBGHGeUOFNocjc4FQD8qKP2qHY0IQOW2/7QaXMb1UsGBj0LfaYbYFJyum3DETOmrvIq1Cvl+QGuIr5D5IDJBqbTuUKcst4O4RSYLXyNGZLqPlqo+Azf7OJaD+QZFZdyhOCA9dm3QZ/Q5SXZuX11HrUs4PwNH+BYqDVrf9io8sb+81qFyqeZLR2Y+Q/7c2XydJUazYGTZGQt8/5dJM5zR3Yb5w8shMcRRyE1JPfchu6Ydarz2JjzYurKsaqj1QTjKIr0yUdGFZWIzg4HOiMwBF56xZA5pDyS6zKIX/UYpEvPBwKI866KzQyJ7WJUbq3Ez2U0QXat00axGA9gA=
"Linden� 12"" Wall Clock With Oak Frame","Doug Bickford",10535,-44.14,33.98,19.99,"Northwest Territories",WxKAunpmZyYhn/Fcm1zHe9oyRdZQ0zNzFUPT4Zw4IFLD+4ak25CIJZ0F4lyDUws2RY4gCr43VFfd5oIrwN4otWerJ8oy2hwheZBCMSUxnp2AHrWTrYn7Iiua21iyKjm3ilKD/j2vgEnNq7if9yhky6932TJGbJUaG0CNj5cFEhVUi979s+00FgPq9ZJz7haMBPnJ0lb0JUWa/6uEygygURbcShv1PxNBySpQ0/tPqHsgy1/MsDk1WkGKrEV7q/t+qLYHfQr2vvdWLaJtJJ3OT+UsY+CiatZeFf+VyXcpxeb7ws7AlC/UDLptGOCpMtsUH/EoIMoACnVkoFLSdhvpwdLsrbXknuc5N8abK2I/0/ZgQfkDmfF439f1z30mv7jvdWHqaq5h/mcRmN9Z70oZy506YSXmFRDSIW6TNH6uit2P/YaZB0NmBFBBlr/TnxG1jLWOlNXUEGEXc9J575FqKRDH2VHp4tMvDJYW5RzmC6fauJ4SOZoi+rQBZvtR3ZXTUXKhIrUmxn/qy3669IOlAGayNRJU4ipKVpSMeNpAITsQyPQ5TbNQyTBBYZcvoHyvp6bmFPyq7YRl0xjPlm2ywblVch+VTMjY8BAlvVYf0kh55hF2bU49JPcRULiF4v3IPXLVEHCS/sHTvn8PmJxuDxUMLm9ZVURMUp65h3foFu4=,jua5X7PmuALs0vrIIu20DxwI0PPV8WGAepcT3ZpHkmEEUgkMrw4bYaMRBno1WIcIgnvQ4HnGZGAivfnt3wx0Sujo1kTSX8q3rpURQzUBdkPgaUGiRZB+u+JPWC7IaXHduUxQjT7SQgwnL1dBm3o31La6DsZQqt6zApYP/CVcLuXVZl1BgW/t4t+qsNR/tVXZ/pINtSawkZPmBBPM7V3JCAUbPEHyl4EYgiCaES7nNYMqQsWUboYNoBfXjfaM17hCxebCOKO7/nl3MY9NyCF0gPj7W6iElK/WLZtr42NDK7hFr+dfTMIEP3+IGwq1cUwTrLZl8NBFsLbhL9SnZxtLcr6NOM9tzNvea6LjzgYWc94ELNXfMsHtp9W0FlqYaDNLsgG0PDe2d/UJZbzdKUnL32xikrrnNNQrzQ2nE6qvVkxaCjsJ3ETPH2N7RhTRQO6QJkL6hXPR7MC0HPGnvkB6quUK/T2D9RmGqqCyekIBbJ4j6H9zeWwGnS4C1Ws1J+BdBKMAXp8jvXASq5XrVmikN4UVmzYLGV3Z1lnVRp+jN/LzHi4K9Udy0Pa3Mr2kPUVMoLO24y8g0vVp4nsAYQxiyOE5JIUqixIC68iRqgWIwOBRWjwweFV0YZt5SVUdxja7D8wPFuTF7boEnqPJ6wdei1Ix5bQCBXdQFCkAy+Fvew0=
